results_path,run_dir,exp_name,scheme,dtype,seed,value_representation,boundary_mode,interp,oob_policy_mode,L,out_mae,out_rmse,out_max_abs,in_mae,in_rmse,in_max_abs,oob_mae,oob_rmse,oob_max_abs,oob_any_frac,bspline_numpy_vs_float_max_abs,bspline_numba_vs_float_max_abs,ms_float,ms_ref,ms_bspline_numpy,ms_bspline_numba,ms_lut_numpy,ms_lut_numba,speedup_lut_numpy_vs_bspline_numpy,speedup_lut_numba_vs_bspline_numba,model_bytes,lut_bytes,lut_over_model
outputs\ncaa_r1_controlled\runs\s2_L64_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s2_L64_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s2_L64_int8_symmetric_closed_clip_x,symmetric,int8,2,spline_component,closed,linear,clip_x,64,1.749163493514061e-05,2.1976547941449098e-05,8.726119995117188e-05,1.749163493514061e-05,2.1976547941449098e-05,8.726119995117188e-05,0.0,0.0,0.0,0.0,1.7881393432617188e-07,1.7881393432617188e-07,29.017661999969278,16.02076600000146,66.27579200008768,10.038706000050297,2.7910630000405945,0.8262750001449604,23.7457169541224,12.149352211175604,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s2_L64_int8_symmetric_closed_zero_spline\run_000\results.json,outputs\ncaa_r1_controlled\runs\s2_L64_int8_symmetric_closed_zero_spline\run_000,ncaa_r1_s2_L64_int8_symmetric_closed_zero_spline,symmetric,int8,2,spline_component,closed,linear,zero_spline,64,1.749163493514061e-05,2.1976547941449098e-05,8.726119995117188e-05,1.749163493514061e-05,2.1976547941449098e-05,8.726119995117188e-05,0.0,0.0,0.0,0.0,1.7881393432617188e-07,1.7881393432617188e-07,26.95127400002093,12.375995000038529,54.43043600011151,9.674378999916371,3.166985999996541,0.7967079999798443,17.18682558122169,12.142941956351788,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s2_L64_int8_symmetric_half_open_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s2_L64_int8_symmetric_half_open_clip_x\run_000,ncaa_r1_s2_L64_int8_symmetric_half_open_clip_x,symmetric,int8,2,spline_component,half_open,linear,clip_x,64,1.749163493514061e-05,2.1976547941449098e-05,8.726119995117188e-05,1.7875827325042337e-05,2.248645068902988e-05,8.705258369445801e-05,1.6779971701907925e-05,2.099933408317156e-05,8.726119995117188e-05,0.3505859375,1.7881393432617188e-07,1.7881393432617188e-07,27.024846999993315,13.465200000064215,57.75451499997871,10.044121999962954,3.437617000017781,0.8126659999834374,16.800741618301277,12.359471172865186,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s2_L64_int8_symmetric_half_open_zero_spline\run_000\results.json,outputs\ncaa_r1_controlled\runs\s2_L64_int8_symmetric_half_open_zero_spline\run_000,ncaa_r1_s2_L64_int8_symmetric_half_open_zero_spline,symmetric,int8,2,spline_component,half_open,linear,zero_spline,64,1.749163493514061e-05,2.1976547941449098e-05,8.726119995117188e-05,1.7875827325042337e-05,2.248645068902988e-05,8.705258369445801e-05,1.6779971701907925e-05,2.099933408317156e-05,8.726119995117188e-05,0.3505859375,1.7881393432617188e-07,1.7881393432617188e-07,26.54285800002981,12.766862999997102,59.0098219999345,9.586023000010755,3.1801639999321196,0.8349759998964146,18.55559084411812,11.480597048537895,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s2_L64_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s2_L64_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s2_L64_uint8_asymmetric_closed_clip_x,asymmetric,uint8,2,spline_component,closed,linear,clip_x,64,9.763873094925657e-06,1.238279219251126e-05,5.042552947998047e-05,9.763873094925657e-06,1.238279219251126e-05,5.042552947998047e-05,0.0,0.0,0.0,0.0,1.7881393432617188e-07,1.7881393432617188e-07,31.61788500001421,13.02595899993321,61.23925499996403,11.165054000011878,3.109538999997312,0.7838959999207873,19.693998049233976,14.243029689066033,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s2_L64_uint8_asymmetric_half_open_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s2_L64_uint8_asymmetric_half_open_clip_x\run_000,ncaa_r1_s2_L64_uint8_asymmetric_half_open_clip_x,asymmetric,uint8,2,spline_component,half_open,linear,clip_x,64,9.763873094925657e-06,1.238279219251126e-05,5.042552947998047e-05,9.888452041195706e-06,1.2520200471044518e-05,4.6640634536743164e-05,9.53310609475011e-06,1.2124146451242268e-05,5.042552947998047e-05,0.3505859375,1.7881393432617188e-07,1.7881393432617188e-07,21.460079999960726,9.264440999977523,59.22329699998954,9.73790200005169,2.2484460000123363,0.8604809999815188,26.339657256462733,11.316812341307754,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s3_L128_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L128_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s3_L128_int8_symmetric_closed_clip_x,symmetric,int8,3,spline_component,closed,linear,clip_x,128,1.8205582819064148e-05,2.294488876941614e-05,9.654462337493896e-05,1.8205582819064148e-05,2.294488876941614e-05,9.654462337493896e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,30.64727799996035,14.276452000049176,62.803668000124155,10.849813999957405,3.4855419999803416,0.9194179999758489,18.01833631626828,11.800741338806077,6808,147900,21.724441833137487
outputs\ncaa_r1_controlled\runs\s3_L128_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L128_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s3_L128_uint8_asymmetric_closed_clip_x,asymmetric,uint8,3,spline_component,closed,linear,clip_x,128,9.668025995779317e-06,1.2301294191274792e-05,5.576014518737793e-05,9.668025995779317e-06,1.2301294191274792e-05,5.576014518737793e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,29.3227650001063,13.15390900010243,62.34838399992441,10.0261650000175,2.9077289999986533,0.7844660000409931,21.442295344563846,12.780878966702918,6808,147900,21.724441833137487
outputs\ncaa_r1_controlled\runs\s3_L16_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L16_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s3_L16_int8_symmetric_closed_clip_x,symmetric,int8,3,spline_component,closed,linear,clip_x,16,2.0655970729421824e-05,2.595813202788122e-05,0.00010725855827331543,2.0655970729421824e-05,2.595813202788122e-05,0.00010725855827331543,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,27.65264899993781,12.382768999959808,59.508936000056565,9.821909000020241,2.836548000050243,0.8835299999918789,20.979350957220714,11.116667232703497,6808,22460,3.299059929494712
outputs\ncaa_r1_controlled\runs\s3_L16_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L16_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s3_L16_uint8_asymmetric_closed_clip_x,asymmetric,uint8,3,spline_component,closed,linear,clip_x,16,1.3697697795578279e-05,1.7428648789064027e-05,7.209181785583496e-05,1.3697697795578279e-05,1.7428648789064027e-05,7.209181785583496e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,28.34367600007681,13.63559899997199,57.98170199996093,10.343416000105208,2.980437000078382,0.8144799999718089,19.45409414741398,12.699410667497322,6808,22460,3.299059929494712
outputs\ncaa_r1_controlled\runs\s3_L32_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L32_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s3_L32_int8_symmetric_closed_clip_x,symmetric,int8,3,spline_component,closed,linear,clip_x,32,1.817432712414302e-05,2.2854288545204327e-05,0.00011928379535675049,1.817432712414302e-05,2.2854288545204327e-05,0.00011928379535675049,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,28.44706599993515,12.488128999975743,61.962267000053544,10.3744669999287,3.3889800000179093,0.8006170000589918,18.283456084050687,12.958089822179991,6808,40380,5.931257344300823
outputs\ncaa_r1_controlled\runs\s3_L32_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L32_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s3_L32_uint8_asymmetric_closed_clip_x,asymmetric,uint8,3,spline_component,closed,linear,clip_x,32,9.774899808689952e-06,1.2440531463653315e-05,5.6197866797447205e-05,9.774899808689952e-06,1.2440531463653315e-05,5.6197866797447205e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,27.05462100013392,11.687139999994542,67.24941899999976,11.143228000000818,2.795417000015732,0.8547449999605305,24.05702583894328,13.036903404542146,6808,40380,5.931257344300823
outputs\ncaa_r1_controlled\runs\s3_L64_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L64_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s3_L64_int8_symmetric_closed_clip_x,symmetric,int8,3,spline_component,closed,linear,clip_x,64,1.7838643543655053e-05,2.2459622414316982e-05,8.733384311199188e-05,1.7838643543655053e-05,2.2459622414316982e-05,8.733384311199188e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,28.657640000019455,12.316477999993367,57.54765200006659,10.324487999896519,2.806985000061104,0.8229810000921134,20.501588714871602,12.54523251295101,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s3_L64_int8_symmetric_closed_zero_spline\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L64_int8_symmetric_closed_zero_spline\run_000,ncaa_r1_s3_L64_int8_symmetric_closed_zero_spline,symmetric,int8,3,spline_component,closed,linear,zero_spline,64,1.7838643543655053e-05,2.2459622414316982e-05,8.733384311199188e-05,1.7838643543655053e-05,2.2459622414316982e-05,8.733384311199188e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,26.180674999923212,12.398839000088628,53.724623000016436,9.623958000011044,3.102096999937203,0.8014929998898879,17.318808212993986,12.007538433065815,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s3_L64_int8_symmetric_half_open_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L64_int8_symmetric_half_open_clip_x\run_000,ncaa_r1_s3_L64_int8_symmetric_half_open_clip_x,symmetric,int8,3,spline_component,half_open,linear,clip_x,64,1.7838643543655053e-05,2.2459622414316982e-05,8.733384311199188e-05,1.8208198525826447e-05,2.2989624994806945e-05,8.733384311199188e-05,1.7136175301857293e-05,2.141602999472525e-05,8.231028914451599e-05,0.3447265625,1.1920928955078125e-07,1.7881393432617188e-07,32.697103999962565,16.061169000022346,60.221873999980744,10.819554999907268,3.643787000037264,0.8869849999609869,16.527276155100413,12.198126237065063,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s3_L64_int8_symmetric_half_open_zero_spline\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L64_int8_symmetric_half_open_zero_spline\run_000,ncaa_r1_s3_L64_int8_symmetric_half_open_zero_spline,symmetric,int8,3,spline_component,half_open,linear,zero_spline,64,1.7838665371527895e-05,2.245961695734877e-05,8.733384311199188e-05,1.8208198525826447e-05,2.2989610442891717e-05,8.733384311199188e-05,1.713623532850761e-05,2.141605000360869e-05,8.231028914451599e-05,0.3447265625,1.1920928955078125e-07,1.7881393432617188e-07,26.883941999985836,12.82241699998849,54.90234500000952,9.680343000072753,3.2702169999538455,0.8039180000196211,16.788593845847046,12.041455720404924,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s3_L64_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L64_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s3_L64_uint8_asymmetric_closed_clip_x,asymmetric,uint8,3,spline_component,closed,linear,clip_x,64,9.565143045620061e-06,1.2211393368488643e-05,5.554407835006714e-05,9.565143045620061e-06,1.2211393368488643e-05,5.554407835006714e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,28.92106400002376,13.133193999965442,57.46086800005287,9.95983899993007,3.3729830000083894,0.8352929999819025,17.035623363625003,11.923766870003533,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s3_L64_uint8_asymmetric_half_open_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s3_L64_uint8_asymmetric_half_open_clip_x\run_000,ncaa_r1_s3_L64_uint8_asymmetric_half_open_clip_x,asymmetric,uint8,3,spline_component,half_open,linear,clip_x,64,9.565143045620061e-06,1.2211393368488643e-05,5.554407835006714e-05,9.779731954040471e-06,1.2428452464519069e-05,5.554407835006714e-05,9.157241038337816e-06,1.1787782568717375e-05,4.565715789794922e-05,0.3447265625,1.1920928955078125e-07,1.7881393432617188e-07,27.05744200007757,12.007110999984434,57.46535300000687,9.817456000018865,3.077494999888586,0.8235870000498835,18.67276892475448,11.920362996774154,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s4_L128_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L128_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s4_L128_int8_symmetric_closed_clip_x,symmetric,int8,4,spline_component,closed,linear,clip_x,128,1.7462762116338126e-05,2.2039013856556267e-05,9.164214134216309e-05,1.7462762116338126e-05,2.2039013856556267e-05,9.164214134216309e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,29.650092999945628,12.798540999938268,59.25308200006839,9.937254000105895,2.905903000064427,0.8695450000232086,20.390591839698256,11.428107803323192,6808,147900,21.724441833137487
outputs\ncaa_r1_controlled\runs\s4_L128_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L128_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s4_L128_uint8_asymmetric_closed_clip_x,asymmetric,uint8,4,spline_component,closed,linear,clip_x,128,9.918850992107764e-06,1.2560823051899206e-05,5.089119076728821e-05,9.918850992107764e-06,1.2560823051899206e-05,5.089119076728821e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,27.90597200000775,12.222668000031263,58.8856210000813,9.916830000001937,2.8974200000811834,0.8209489998989739,20.323467429102916,12.079715062960434,6808,147900,21.724441833137487
outputs\ncaa_r1_controlled\runs\s4_L16_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L16_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s4_L16_int8_symmetric_closed_clip_x,symmetric,int8,4,spline_component,closed,linear,clip_x,16,2.104471786879003e-05,2.64790633082157e-05,0.0001290440559387207,2.104471786879003e-05,2.64790633082157e-05,0.0001290440559387207,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,28.10870100001921,12.89405400006217,57.95619800002896,10.260298000066541,3.347501999960514,0.7872459999634884,17.3132676248476,13.03315355116749,6808,22460,3.299059929494712
outputs\ncaa_r1_controlled\runs\s4_L16_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L16_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s4_L16_uint8_asymmetric_closed_clip_x,asymmetric,uint8,4,spline_component,closed,linear,clip_x,16,1.527672247902956e-05,1.9408871594350785e-05,9.393692016601562e-05,1.527672247902956e-05,1.9408871594350785e-05,9.393692016601562e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,28.470272999984445,13.19048199991812,60.92104299998027,10.324953999952413,3.6552219999430235,0.9198700000706594,16.66685169900211,11.224362137214287,6808,22460,3.299059929494712
outputs\ncaa_r1_controlled\runs\s4_L32_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L32_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s4_L32_int8_symmetric_closed_clip_x,symmetric,int8,4,spline_component,closed,linear,clip_x,32,1.811546644603368e-05,2.2840064048068598e-05,9.149499237537384e-05,1.811546644603368e-05,2.2840064048068598e-05,9.149499237537384e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,31.988240000064255,13.226489999942714,69.02087499998743,10.03368399993633,3.212968000007095,0.8115270000416785,21.481967763088527,12.363955850416582,6808,40380,5.931257344300823
outputs\ncaa_r1_controlled\runs\s4_L32_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L32_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s4_L32_uint8_asymmetric_closed_clip_x,asymmetric,uint8,4,spline_component,closed,linear,clip_x,32,1.0016428859671578e-05,1.2698521459242329e-05,6.599165499210358e-05,1.0016428859671578e-05,1.2698521459242329e-05,6.599165499210358e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,29.561818999936804,12.706764000031399,60.14991199990618,9.778585000021849,3.107134000019869,0.7863669999642298,19.358647550933288,12.435141607502167,6808,40380,5.931257344300823
outputs\ncaa_r1_controlled\runs\s4_L64_int8_symmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L64_int8_symmetric_closed_clip_x\run_000,ncaa_r1_s4_L64_int8_symmetric_closed_clip_x,symmetric,int8,4,spline_component,closed,linear,clip_x,64,1.7846246919361874e-05,2.2449770767707378e-05,9.256228804588318e-05,1.7846246919361874e-05,2.2449770767707378e-05,9.256228804588318e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,28.346597000054317,14.355178999976488,59.316140999872005,10.173833000008017,3.0970820000220556,0.8355670000310056,19.152266875545948,12.175963147934867,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s4_L64_int8_symmetric_closed_zero_spline\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L64_int8_symmetric_closed_zero_spline\run_000,ncaa_r1_s4_L64_int8_symmetric_closed_zero_spline,symmetric,int8,4,spline_component,closed,linear,zero_spline,64,1.7846246919361874e-05,2.2449770767707378e-05,9.256228804588318e-05,1.7846246919361874e-05,2.2449770767707378e-05,9.256228804588318e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,26.280210000113584,14.437477000028593,58.01347900007386,9.642291999916779,3.1599889999779407,0.8166320000600535,18.35875979330271,11.807389373925714,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s4_L64_int8_symmetric_half_open_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L64_int8_symmetric_half_open_clip_x\run_000,ncaa_r1_s4_L64_int8_symmetric_half_open_clip_x,symmetric,int8,4,spline_component,half_open,linear,clip_x,64,1.7846246919361874e-05,2.2449770767707378e-05,9.256228804588318e-05,1.812275695556309e-05,2.2813059331383556e-05,9.256228804588318e-05,1.7327407476841472e-05,2.1751731765107252e-05,7.37309455871582e-05,0.34765625,1.1920928955078125e-07,1.7881393432617188e-07,27.531687000009697,11.905783000111114,59.007542000035755,9.643767999950796,2.8491269999358337,0.8372549999330658,20.71074473035589,11.518316403869509,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s4_L64_int8_symmetric_half_open_zero_spline\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L64_int8_symmetric_half_open_zero_spline\run_000,ncaa_r1_s4_L64_int8_symmetric_half_open_zero_spline,symmetric,int8,4,spline_component,half_open,linear,zero_spline,64,1.7846246919361874e-05,2.2449770767707378e-05,9.256228804588318e-05,1.812275695556309e-05,2.2813059331383556e-05,9.256228804588318e-05,1.7327407476841472e-05,2.1751731765107252e-05,7.37309455871582e-05,0.34765625,1.1920928955078125e-07,1.7881393432617188e-07,27.33021000007284,14.135830000013812,64.23117400001502,10.806213000032585,3.3091359998798,1.1025290000543464,19.410255124705703,9.8012959291773,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s4_L64_uint8_asymmetric_closed_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L64_uint8_asymmetric_closed_clip_x\run_000,ncaa_r1_s4_L64_uint8_asymmetric_closed_clip_x,asymmetric,uint8,4,spline_component,closed,linear,clip_x,64,1.004493697109865e-05,1.2814795809390489e-05,7.024407386779785e-05,1.004493697109865e-05,1.2814795809390489e-05,7.024407386779785e-05,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.7881393432617188e-07,26.935240000020713,12.638797999970848,63.96873299992877,10.340406999894185,3.6050219999742694,0.7984959999157581,17.74433914699698,12.949854477649362,6808,76220,11.195652173913043
outputs\ncaa_r1_controlled\runs\s4_L64_uint8_asymmetric_half_open_clip_x\run_000\results.json,outputs\ncaa_r1_controlled\runs\s4_L64_uint8_asymmetric_half_open_clip_x\run_000,ncaa_r1_s4_L64_uint8_asymmetric_half_open_clip_x,asymmetric,uint8,4,spline_component,half_open,linear,clip_x,64,1.004493697109865e-05,1.2814795809390489e-05,7.024407386779785e-05,1.0279797606926877e-05,1.3060227502137423e-05,7.024407386779785e-05,9.604244041838683e-06,1.2341101864876691e-05,5.194544792175293e-05,0.34765625,1.1920928955078125e-07,1.7881393432617188e-07,26.71204600002966,12.816044999926817,57.57864999992307,9.802701999869896,2.969518000027165,0.841567000024952,19.389897619545106,11.648153978921764,6808,76220,11.195652173913043
